Item,Quantity,Total,Open By,Invoice #,Order #,Date Time,W.S #,Menu Type
Mayonnaise,1,0.25,Cashier,102937,53,06-07-2025 23:10,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,102937,53,06-07-2025 23:10,1,Take Away
French fries Meal,1,1.25,Cashier,102938,54,06-07-2025 23:11,1,Take Away
Honey Mustard,1,0.25,Cashier,102938,54,06-07-2025 23:11,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,102938,54,06-07-2025 23:11,1,Take Away
Chipotle Mayo (Spicy),1,0.25,Cashier,102938,54,06-07-2025 23:11,1,Take Away
Water,1,0.55,Cashier,102939,55,06-07-2025 23:12,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,102940,56,06-07-2025 23:32,1,Take Away
CRISPY LAVA 23CM,1,4.75,Cashier,102940,56,06-07-2025 23:32,1,Take Away
Chicken Nuggets,1,3.5,Cashier,102941,1,07-07-2025 13:38,1,Take Away
Water,1,0.55,Cashier,102942,2,07-07-2025 14:01,1,Take Away
Matrix Cola,1,0.55,Cashier,102943,3,07-07-2025 14:13,1,Take Away
French Fries CHIPS,1,1,Cashier,102944,4,07-07-2025 15:25,1,Take Away
Fire in the Hole (150g),1,4.5,Cashier,102945,6,07-07-2025 16:43,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,102945,6,07-07-2025 16:43,1,Take Away
Chicken Salad,1,4.5,Cashier,102945,6,07-07-2025 16:43,1,Take Away
CRISPY CREAM 18CM,1,4,Cashier,102946,7,07-07-2025 16:45,1,Take Away
CRISPY LAVA 18CM,1,4,Cashier,102946,7,07-07-2025 16:45,1,Take Away
Mozzarella Sticks,1,2.25,Cashier,102946,7,07-07-2025 16:45,1,Take Away
Wedges Meal,1,1.5,Cashier,102947,8,07-07-2025 17:51,1,Take Away
CHICKEN PHILLY 23CM,1,4.75,Cashier,102947,8,07-07-2025 17:50,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,102948,9,07-07-2025 18:07,1,Take Away
French fries Meal,1,1.25,Cashier,102948,9,07-07-2025 18:07,1,Take Away
Curly Fries Meal,1,1.5,Cashier,102949,10,07-07-2025 18:19,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Cashier,102949,10,07-07-2025 18:19,1,Take Away
MUSHROOMS CHICKEN ALFREDO 18CM,1,4,Cashier,102949,10,07-07-2025 18:19,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,102950,11,07-07-2025 18:52,1,Take Away
Curly Fries Meal,1,1.5,Cashier,102950,11,07-07-2025 18:52,1,Take Away
Curly Fries,1,1.5,Cashier,102951,12,07-07-2025 18:59,1,Take Away
Honey Mustard,1,0.25,Cashier,102952,13,07-07-2025 19:02,1,Take Away
Mixed Fries,1,1.75,Cashier,102952,13,07-07-2025 19:02,1,Take Away
Mixed Fries,1,1.75,Cashier,102952,13,07-07-2025 19:02,1,Take Away
Chipotle Mayo (Spicy),1,0.25,Cashier,102952,13,07-07-2025 19:02,1,Take Away
Honey Mustard,1,0.25,Cashier,102952,13,07-07-2025 19:02,1,Take Away
French fries Meal,1,1.25,Manager,102953,14,07-07-2025 19:18,1,Take Away
Hoagies Burger (150g),1,4.5,Manager,102953,14,07-07-2025 19:18,1,Take Away
Curly Fries,1,1.5,Manager,102954,15,07-07-2025 19:21,1,Take Away
Water,1,0.55,Manager,102955,16,07-07-2025 19:47,1,Take Away
Water,1,0.55,Manager,102955,16,07-07-2025 19:47,1,Take Away
French Fries CHIPS,1,1,Manager,102956,17,07-07-2025 19:50,1,Take Away
Water,1,0.55,Manager,102957,18,07-07-2025 19:53,1,Take Away
Water,1,0.55,Manager,102957,18,07-07-2025 19:53,1,Take Away
CHICKEN PHILLY 18CM,1,4,Manager,102958,19,07-07-2025 20:01,1,Take Away
French fries Meal,1,1.25,Manager,102958,19,07-07-2025 20:01,1,Take Away
Mozzarella Sticks,1,2.25,Manager,102959,20,07-07-2025 20:02,1,Take Away
Water,1,0.55,Manager,102959,20,07-07-2025 20:02,1,Take Away
Homemade Nuggets,1,2.5,Manager,102960,21,07-07-2025 20:03,1,Take Away
French fries Meal,1,1.25,Manager,102960,21,07-07-2025 20:03,1,Take Away
French Fries CHIPS,1,1,Manager,102961,22,07-07-2025 20:07,1,Take Away
French Fries CHIPS,1,1,Manager,102961,22,07-07-2025 20:07,1,Take Away
Water,1,0.55,Manager,102962,23,07-07-2025 20:08,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Manager,102963,24,07-07-2025 20:10,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Manager,102963,24,07-07-2025 20:10,1,Take Away
French fries Meal,1,1.25,Manager,102963,24,07-07-2025 20:10,1,Take Away
Water,1,0.55,Manager,102964,25,07-07-2025 20:11,1,Take Away
French Fries CHIPS,1,1,Manager,102965,26,07-07-2025 20:17,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Manager,102965,26,07-07-2025 20:17,1,Take Away
Matrix Cola,1,0.55,Manager,102966,27,07-07-2025 20:23,1,Take Away
MUSHROOMS CHEESESTEAK 18CM,1,4.5,Manager,102966,27,07-07-2025 20:23,1,Take Away
French Fries CHIPS,1,1,Manager,102967,28,07-07-2025 20:34,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Manager,102967,28,07-07-2025 20:34,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Manager,102967,28,07-07-2025 20:34,1,Take Away
Hoagies Burger (150g),1,4.5,Manager,102968,29,07-07-2025 20:48,1,Take Away
French fries Meal,1,1.25,Manager,102968,29,07-07-2025 20:48,1,Take Away
CLASSIC CHEESESTEAK- 18CM,1,4.5,Manager,102969,30,07-07-2025 21:02,1,Take Away
Water,1,0.55,Manager,102970,31,07-07-2025 21:16,1,Take Away
Matrix Cola,1,0.55,Manager,102970,31,07-07-2025 21:16,1,Take Away
Matrix Cola,1,0.55,Manager,102971,32,07-07-2025 21:43,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Manager,102971,32,07-07-2025 21:43,1,Take Away
French fries Meal,1,1.25,Manager,102971,32,07-07-2025 21:35,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Manager,102971,32,07-07-2025 21:35,1,Take Away
Chicken Nuggets,1,3.5,Manager,102972,33,07-07-2025 21:46,1,Take Away
Chicken Nuggets,1,3.5,Manager,102972,33,07-07-2025 21:46,1,Take Away
Water,3,1.65,Manager,102973,34,07-07-2025 22:00,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Manager,102974,35,07-07-2025 22:11,1,Take Away
French fries Meal,1,1.25,Manager,102974,35,07-07-2025 22:11,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Manager,102975,36,07-07-2025 22:46,1,Take Away
French fries Meal,1,1.25,Manager,102975,36,07-07-2025 22:46,1,Take Away
Cheesy Fest (150g),1,4.5,Manager,102976,37,07-07-2025 22:52,1,Take Away
Curly Fries Meal,1,1.5,Manager,102976,37,07-07-2025 22:52,1,Take Away
Curly Fries Meal,1,1.5,Manager,102976,37,07-07-2025 22:52,1,Take Away
Cheesy Fest (150g),1,4.5,Manager,102976,37,07-07-2025 22:52,1,Take Away
Cheesy Fest (150g),1,4.5,Manager,102976,37,07-07-2025 22:52,1,Take Away
Curly Fries Meal,1,1.5,Manager,102976,37,07-07-2025 22:52,1,Take Away
Hotdog,1,3.5,Cashier,102977,1,08-07-2025 13:11,1,Take Away
French fries Meal,1,1.25,Cashier,102978,2,08-07-2025 15:07,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,102978,2,08-07-2025 15:07,1,Take Away
Matrix Cola,1,0.55,Cashier,102979,3,08-07-2025 15:43,1,Take Away
Mac & Cheese,1,3,Cashier,102980,4,08-07-2025 15:44,1,Take Away
Matrix Cola,1,0.55,Cashier,102980,4,08-07-2025 15:44,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,102981,5,08-07-2025 16:07,1,Take Away
French fries Meal,1,1.25,Cashier,102981,5,08-07-2025 16:07,1,Take Away
French Fries CHIPS,1,1,Cashier,102981,5,08-07-2025 16:07,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,102982,6,08-07-2025 16:15,1,Take Away
Chicken Salad,1,4.5,Cashier,102982,6,08-07-2025 16:15,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,102983,7,08-07-2025 16:25,1,Take Away
Matrix Cola,1,0.55,Cashier,102983,7,08-07-2025 16:25,1,Take Away
Matrix Sprite,1,0.55,Cashier,102984,8,08-07-2025 16:26,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,102984,8,08-07-2025 16:26,1,Take Away
Matrix Cola,1,0.55,Cashier,102984,8,08-07-2025 16:26,1,Take Away
Matrix Cola,1,0.55,Cashier,102984,8,08-07-2025 16:26,1,Take Away
BARBECU CHEESESTEAK 23CM,1,5.25,Cashier,102984,8,08-07-2025 16:26,1,Take Away
Matrix Cola,1,0.55,Cashier,102984,8,08-07-2025 16:26,1,Take Away
Chicken Salad,1,4.5,Cashier,102985,9,08-07-2025 16:31,1,Take Away
Water,1,0.55,Cashier,102985,9,08-07-2025 16:31,1,Take Away
Curly Fries Meal,1,1.5,Cashier,102986,10,08-07-2025 16:56,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,102986,10,08-07-2025 16:56,1,Take Away
French fries Meal,1,1.25,Cashier,102987,11,08-07-2025 16:58,1,Take Away
HOTDOG HOAGIES,1,3.5,Cashier,102987,11,08-07-2025 16:58,1,Take Away
Curly Fries,1,1.5,Cashier,102988,12,08-07-2025 17:02,1,Take Away
Potato Wedges,1,1.5,Cashier,102988,12,08-07-2025 17:02,1,Take Away
Matrix Cola,1,0.55,Cashier,102989,13,08-07-2025 17:04,1,Take Away
Hotdog Fried Platter,1,3,Cashier,102989,13,08-07-2025 17:04,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,102989,13,08-07-2025 17:04,1,Take Away
Mozzarella Sticks,1,2.25,Cashier,102990,14,08-07-2025 17:05,1,Take Away
French fries Meal,1,1.25,Cashier,102991,15,08-07-2025 18:07,1,Take Away
CHICKEN PHILLY 23CM,1,4.75,Cashier,102991,15,08-07-2025 18:07,1,Take Away
French fries Meal,1,1.25,Cashier,102992,16,08-07-2025 18:09,1,Take Away
CRISPY CREAM 18CM,1,4,Cashier,102992,16,08-07-2025 18:09,1,Take Away
CRISPY CREAM 18CM,1,4,Cashier,102992,16,08-07-2025 18:09,1,Take Away
French fries Meal,1,1.25,Cashier,102992,16,08-07-2025 18:09,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,102993,17,08-07-2025 18:18,1,Take Away
French fries Meal,1,1.25,Cashier,102993,17,08-07-2025 18:18,1,Take Away
SHAWERMA STEAK 23CM,1,5.25,Cashier,102994,18,08-07-2025 18:48,1,Take Away
Curly Fries Meal,1,1.5,Cashier,102995,19,08-07-2025 18:52,1,Take Away
CHICKEN PHILLY 23CM,1,4.75,Cashier,102995,19,08-07-2025 18:52,1,Take Away
CHICKEN PHILLY 23CM,1,4.75,Cashier,102996,20,08-07-2025 18:52,1,Take Away
Curly Fries Meal,1,1.5,Cashier,102996,20,08-07-2025 18:52,1,Take Away
MUSHROOMS CHEESESTEAK 18CM,1,4.5,Cashier,102997,21,08-07-2025 18:53,1,Take Away
Water,1,0.55,Cashier,102998,22,08-07-2025 19:04,1,Take Away
Water,1,0.55,Cashier,102999,23,08-07-2025 19:04,1,Take Away
MIAMI CHICKEN 18CM,1,4,Cashier,103000,24,08-07-2025 19:20,1,Take Away
Cheese Whiz,1,0.25,Cashier,103000,24,08-07-2025 19:20,1,Take Away
French fries Meal,1,1.25,Cashier,103000,24,08-07-2025 19:20,1,Take Away
Chicken Strips kids,1,3.5,Cashier,103000,24,08-07-2025 19:20,1,Take Away
CHICKEN PHILLY 18CM,1,4,Cashier,103000,24,08-07-2025 19:20,1,Take Away
French Fries CHIPS,1,1,Cashier,103001,25,08-07-2025 19:36,1,Take Away
French fries Meal,1,1.25,Cashier,103002,26,08-07-2025 19:44,1,Take Away
HOTDOG HOAGIES,1,3.5,Cashier,103002,26,08-07-2025 19:44,1,Take Away
Water,4,2.2,Manager,103003,27,08-07-2025 20:07,1,Take Away
Chicken Strips kids,1,3.5,Manager,103004,28,08-07-2025 20:14,1,Take Away
Water,1,0.55,Manager,103005,30,08-07-2025 20:23,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Manager,103005,30,08-07-2025 20:23,1,Take Away
Curly Fries Meal,1,1.5,Manager,103006,31,08-07-2025 20:30,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Manager,103006,31,08-07-2025 20:30,1,Take Away
French Fries CHIPS,1,1,Manager,103007,32,08-07-2025 20:39,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Manager,103008,33,08-07-2025 20:44,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Manager,103009,34,08-07-2025 20:51,1,Take Away
Curly Fries Meal,1,1.5,Manager,103009,34,08-07-2025 20:51,1,Take Away
Water,1,0.55,Manager,103010,35,08-07-2025 21:04,1,Take Away
Water,1,0.55,Manager,103010,35,08-07-2025 21:04,1,Take Away
Water,1,0.55,Manager,103010,35,08-07-2025 21:04,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Manager,103011,36,08-07-2025 21:15,1,Take Away
French fries Meal,1,1.25,Manager,103011,36,08-07-2025 21:15,1,Take Away
French fries Meal,1,1.25,Manager,103012,37,08-07-2025 21:30,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Manager,103012,37,08-07-2025 21:30,1,Take Away
Water,1,0.55,Manager,103013,38,08-07-2025 21:32,1,Take Away
Water,1,0.55,Manager,103014,39,08-07-2025 21:38,1,Take Away
Matrix Cola,1,0.55,Manager,103014,39,08-07-2025 21:38,1,Take Away
Matrix Sprite,1,0.55,Manager,103014,39,08-07-2025 21:38,1,Take Away
Matrix Sprite,1,0.55,Manager,103015,40,08-07-2025 21:40,1,Take Away
Water,1,0.55,Manager,103016,41,08-07-2025 21:53,1,Take Away
French Fries CHIPS,1,1,Manager,103017,42,08-07-2025 22:02,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Manager,103018,43,08-07-2025 22:16,1,Take Away
Curly Fries Meal,1,1.5,Manager,103018,43,08-07-2025 22:16,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Manager,103019,44,08-07-2025 22:20,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Manager,103020,45,08-07-2025 22:51,1,Take Away
Pickled Jalapeños,1,0.25,Manager,103020,45,08-07-2025 22:51,1,Take Away
Cheese Whiz,1,0.25,Manager,103020,45,08-07-2025 22:51,1,Take Away
French fries Meal,1,1.25,Manager,103020,45,08-07-2025 22:51,1,Take Away
Water,1,0.55,Manager,103021,46,08-07-2025 23:00,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103022,1,09-07-2025 14:46,1,Take Away
Mixed Fries Platter,1,3,Cashier,103022,1,09-07-2025 14:46,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103023,2,09-07-2025 14:48,1,Take Away
Water,1,0.55,Cashier,103023,2,09-07-2025 14:49,1,Take Away
Water,1,0.55,Cashier,103023,2,09-07-2025 14:49,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103023,2,09-07-2025 14:48,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,103023,2,09-07-2025 14:48,1,Take Away
Hotdog,1,3.5,Cashier,103023,2,09-07-2025 14:48,1,Take Away
Cheeseburger,1,3.5,Cashier,103023,2,09-07-2025 14:48,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103023,2,09-07-2025 14:48,1,Take Away
Water,1,0.55,Cashier,103023,2,09-07-2025 14:49,1,Take Away
Matrix Cola,1,0.55,Cashier,103024,3,09-07-2025 14:50,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,103024,3,09-07-2025 14:50,1,Take Away
French Fries CHIPS,1,1,Cashier,103025,4,09-07-2025 15:14,1,Take Away
Matrix Cola,1,0.55,Cashier,103026,5,09-07-2025 15:14,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Cashier,103027,6,09-07-2025 15:15,1,Take Away
Water,1,0.55,Cashier,103028,7,09-07-2025 15:32,1,Take Away
Matrix Cola,1,0.55,Cashier,103028,7,09-07-2025 15:32,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103029,8,09-07-2025 15:40,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103029,8,09-07-2025 15:40,1,Take Away
Pickled Jalapeños,1,0.25,Cashier,103030,9,09-07-2025 16:03,1,Take Away
Pickled Jalapeños,1,0.25,Cashier,103030,9,09-07-2025 16:03,1,Take Away
MIAMI CHICKEN 18CM,1,4,Cashier,103030,9,09-07-2025 16:03,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103030,9,09-07-2025 16:03,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103030,9,09-07-2025 16:03,1,Take Away
CHICKEN PHILLY 23CM,1,4.75,Cashier,103030,9,09-07-2025 16:03,1,Take Away
Wedges Meal,1,1.5,Cashier,103030,9,09-07-2025 16:03,1,Take Away
French fries Meal,1,1.25,Cashier,103030,9,09-07-2025 16:03,1,Take Away
Water,1,0.55,Cashier,103031,10,09-07-2025 16:20,1,Take Away
Mixed Fries Platter,1,3,Cashier,103031,10,09-07-2025 16:20,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Cashier,103031,10,09-07-2025 16:20,1,Take Away
Water,1,0.55,Cashier,103031,10,09-07-2025 16:20,1,Take Away
Cheeseburger,1,3.5,Cashier,103031,10,09-07-2025 16:20,1,Take Away
Matrix Cola,1,0.55,Cashier,103032,11,09-07-2025 16:30,1,Take Away
Potato Wedges,1,1.5,Cashier,103033,12,09-07-2025 16:33,1,Take Away
American Mustrad,1,0.25,Cashier,103033,12,09-07-2025 16:34,1,Take Away
Curly Fries,1,1.5,Cashier,103033,12,09-07-2025 16:33,1,Take Away
Honey Mustard,1,0.25,Cashier,103033,12,09-07-2025 16:33,1,Take Away
Cheese Whiz,1,0.25,Cashier,103033,12,09-07-2025 16:33,1,Take Away
Honey Mustard,1,0.25,Cashier,103033,12,09-07-2025 16:34,1,Take Away
American Mustrad,1,0.25,Cashier,103033,12,09-07-2025 16:33,1,Take Away
Cheese Whiz,1,0.25,Cashier,103033,12,09-07-2025 16:34,1,Take Away
BARBECU CHEESESTEAK 23CM,1,5.25,Cashier,103034,13,09-07-2025 17:00,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103034,13,09-07-2025 17:00,1,Take Away
Water,1,0.55,Cashier,103035,14,09-07-2025 17:14,1,Take Away
Water,1,0.55,Cashier,103035,14,09-07-2025 17:14,1,Take Away
Mozzarella Sticks,1,2.25,Cashier,103036,16,09-07-2025 17:25,1,Take Away
CLASSIC CHEESESTEAK- 18CM,1,4.5,Cashier,103036,16,09-07-2025 17:25,1,Take Away
Matrix Cola,1,0.55,Cashier,103036,16,09-07-2025 17:25,1,Take Away
Water,1,0.55,Cashier,103037,17,09-07-2025 17:43,1,Take Away
Matrix Cola,1,0.55,Cashier,103037,17,09-07-2025 17:43,1,Take Away
Mixed Fries Platter,1,3,Cashier,103037,17,09-07-2025 17:43,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,103038,18,09-07-2025 17:44,1,Take Away
MUSHROOMS CHICKEN ALFREDO 23CM,1,4.75,Cashier,103039,19,09-07-2025 17:57,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103039,19,09-07-2025 17:57,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103039,19,09-07-2025 17:57,1,Take Away
HOTDOG HOAGIES,1,3.5,Cashier,103039,19,09-07-2025 17:57,1,Take Away
Water,1,0.55,Cashier,103040,20,09-07-2025 18:05,1,Take Away
Matrix Cola,1,0.55,Cashier,103040,20,09-07-2025 18:05,1,Take Away
Water,1,0.55,Cashier,103040,20,09-07-2025 18:05,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103041,21,09-07-2025 18:08,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103041,21,09-07-2025 18:08,1,Take Away
French fries Meal,1,1.25,Cashier,103042,22,09-07-2025 18:10,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103042,22,09-07-2025 18:10,1,Take Away
Cheeseburger,1,3.5,Cashier,103043,23,09-07-2025 18:22,1,Take Away
Hotdog Fried Platter,1,3,Cashier,103043,23,09-07-2025 18:22,1,Take Away
Cheeseburger,1,3.5,Cashier,103044,24,09-07-2025 18:33,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103045,25,09-07-2025 18:45,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Cashier,103046,26,09-07-2025 19:09,1,Take Away
SHAWERMA STEAK 23CM,1,5.25,Cashier,103047,27,09-07-2025 19:10,1,Take Away
French fries Meal,1,1.25,Cashier,103048,28,09-07-2025 19:12,1,Take Away
Cheese Whiz,1,0.25,Cashier,103048,28,09-07-2025 19:12,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103048,28,09-07-2025 19:12,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103049,29,09-07-2025 19:17,1,Take Away
French fries Meal,1,1.25,Cashier,103050,30,09-07-2025 19:22,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103050,30,09-07-2025 19:22,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103051,31,09-07-2025 19:30,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103052,32,09-07-2025 19:39,1,Take Away
Cheese Whiz,1,0.25,Cashier,103052,32,09-07-2025 19:39,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103052,32,09-07-2025 19:39,1,Take Away
ADD MUSHROOMS,1,0.35,Cashier,103052,32,09-07-2025 19:39,1,Take Away
MUSHROOMS CHEESESTEAK 18CM,1,4.5,Cashier,103053,33,09-07-2025 19:56,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103053,33,09-07-2025 19:56,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103054,34,09-07-2025 20:07,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,103054,34,09-07-2025 20:07,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103054,34,09-07-2025 20:07,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103054,34,09-07-2025 20:07,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103055,35,09-07-2025 20:13,1,Take Away
Mozzarella Sticks,1,2.25,Cashier,103055,35,09-07-2025 20:14,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103055,35,09-07-2025 20:13,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103056,36,09-07-2025 20:24,1,Take Away
CLASSIC CHEESESTEAK- 18CM,1,4.5,Cashier,103056,36,09-07-2025 20:24,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103057,37,09-07-2025 20:24,1,Take Away
CLASSIC CHEESESTEAK- 18CM,1,4.5,Cashier,103057,37,09-07-2025 20:24,1,Take Away
Matrix Fanta,1,0.55,Cashier,103058,38,09-07-2025 20:34,1,Take Away
Steak Salad,1,5.25,Cashier,103058,38,09-07-2025 20:34,1,Take Away
Chicken Strips kids,1,3.5,Cashier,103058,38,09-07-2025 20:34,1,Take Away
Wedges Meal,1,1.5,Cashier,103059,39,09-07-2025 20:45,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103059,39,09-07-2025 20:45,1,Take Away
CHICKEN PHILLY 18CM,1,4,Cashier,103060,40,09-07-2025 20:53,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103060,40,09-07-2025 20:53,1,Take Away
ADD SPICY,1,0.35,Cashier,103060,40,09-07-2025 20:53,1,Take Away
CHICKEN PHILLY 23CM,1,4.75,Cashier,103060,40,09-07-2025 20:53,1,Take Away
Chicken Nuggets,1,3.5,Cashier,103061,41,09-07-2025 20:55,1,Take Away
French Fries CHIPS,1,1,Cashier,103061,41,09-07-2025 20:55,1,Take Away
Cheeseburger,1,3.5,Cashier,103061,41,09-07-2025 20:55,1,Take Away
Honey Mustard,1,0.25,Cashier,103062,42,09-07-2025 20:57,1,Take Away
Curly Fries,1,1.5,Cashier,103062,42,09-07-2025 20:57,1,Take Away
Matrix Cola,1,0.55,Cashier,103063,43,09-07-2025 20:59,1,Take Away
MUSHROOMS CHEESESTEAK 18CM,1,4.5,Cashier,103063,43,09-07-2025 20:59,1,Take Away
Matrix Cola,1,0.55,Cashier,103064,44,09-07-2025 21:00,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,103064,44,09-07-2025 21:00,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,103065,45,09-07-2025 21:01,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103065,45,09-07-2025 21:01,1,Take Away
Curly Fries,1,1.5,Cashier,103066,46,09-07-2025 21:02,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103067,47,09-07-2025 21:09,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103067,47,09-07-2025 21:09,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103067,47,09-07-2025 21:09,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103067,47,09-07-2025 21:09,1,Take Away
MUSHROOMS CHICKEN ALFREDO 23CM,1,4.75,Cashier,103068,48,09-07-2025 21:13,1,Take Away
Wedges Meal,1,1.5,Cashier,103068,48,09-07-2025 21:13,1,Take Away
BARBECU CHEESESTEAK 23CM,1,5.25,Cashier,103069,49,09-07-2025 21:14,1,Take Away
French fries Meal,1,1.25,Cashier,103069,49,09-07-2025 21:14,1,Take Away
Curly Fries,1,1.5,Cashier,103070,50,09-07-2025 21:28,1,Take Away
Water,1,0.55,Cashier,103071,51,09-07-2025 21:31,1,Take Away
French Fries CHIPS,1,1,Cashier,103072,52,09-07-2025 21:34,1,Take Away
Cheese Whiz,1,0.25,Cashier,103073,53,09-07-2025 21:36,1,Take Away
CLASSIC CHEESESTEAK- 18CM,1,4.5,Cashier,103073,53,09-07-2025 21:36,1,Take Away
French fries Meal,1,1.25,Cashier,103073,53,09-07-2025 21:36,1,Take Away
Curly Fries,1,1.5,Cashier,103074,54,09-07-2025 21:40,1,Take Away
Water,1,0.55,Cashier,103074,54,09-07-2025 21:40,1,Take Away
Water,1,0.55,Cashier,103074,54,09-07-2025 21:40,1,Take Away
Curly Fries,1,1.5,Cashier,103074,54,09-07-2025 21:40,1,Take Away
Chicken Nuggets,1,3.5,Cashier,103075,55,09-07-2025 21:56,1,Take Away
Chicken Nuggets,1,3.5,Cashier,103075,55,09-07-2025 21:56,1,Take Away
MUSHROOMS CHEESESTEAK 18CM,1,4.5,Cashier,103076,56,09-07-2025 21:59,1,Take Away
MUSHROOMS CHEESESTEAK 18CM,1,4.5,Cashier,103076,56,09-07-2025 21:59,1,Take Away
Cheeseburger,1,3.5,Cashier,103077,57,09-07-2025 22:13,1,Take Away
Matrix Cola,1,0.55,Cashier,103078,58,09-07-2025 22:27,1,Take Away
Mixed Fries Platter,1,3,Cashier,103079,59,09-07-2025 22:36,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Cashier,103079,59,09-07-2025 22:36,1,Take Away
