0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1 El Classico (18 Cm) [1 Buffalo Sauce],1 Smashed Double Burger (150g) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 Mushrooms (23 Cm) [1 Cheese Whiz],1 Mushrooms (23 Cm) [1 Honey Mustard],1 Hoagies Fried Platter,1 Mushroom Chicken (18 Cm),,,,,,,,,,,,,,,
1 Cheesy Fries,1 Mac and Cheese,1 Hoagies Fried Platter,,,,,,,,,,,,,,,,
1 Mushrooms (23 Cm) [1 Honey Mustard],1 Mushroom Chicken (18 Cm),,,,,,,,,,,,,,,,,
1 Mushrooms (23 Cm) [1 Cheese Whiz],1 Hoagies Fried Platter,1 Mushrooms (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Combo 1  [1 Mushroom Steak,1 BBQ Steak,1 Matrix Sprite,1 Matrix Cola],,,,,,,,,,,,,,
1 French Fries,1 Onion Rings,1 Chipotle Mayo,1 Da Philly (23 Cm) [1 Buffalo Sauce],1 Mac and Cheese,1 Chicken Wings [1 5 Wings ],,,,,,,,,,,,,
1 Mac and Cheese,1 Cheesy Fries,,,,,,,,,,,,,,,,,
1 Cheesy Fajita (18 Cm) [1 Sweet BBQ],1 Matrix Cola  250 Ml,,,,,,,,,,,,,,,,,
1 Mac and Cheese,1 Sweet BBQ ( 18 Cm ) [1 Sweet BBQ],,,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 El Classico (23 Cm) [1 Sweet BBQ],,,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Cheesy Fest (150g) [1 Cheese Whiz],1 Matrix Sprite,,,,,,,,,,,,,,,,
1 Mushrooms (18 Cm) [1 Cheese Whiz],1 Homemade Nuggets  [1 Sweet BBQ],,,,,,,,,,,,,,,,,
1 Mushroom Chicken (26 Cm) [1 Honey Mustard],,,,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 El Classico (23 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 Mushrooms (23 Cm) [1 Honey Mustard,1  Matrix Cola  250 Ml,1 Onion Rings,1 French Fries ],,,,,,,,,,,,,,,
1 Crispy Cream (18 Cm) [1 Honey Mustard],1 Chipotle Mayo,,,,,,,,,,,,,,,,,
1 Cheesy Fajita (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,,
1 El Classico (23 Cm) [1 Honey Mustard],1 Mac and Cheese,,,,,,,,,,,,,,,,,
1 Mushrooms (23 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Crispy Lava (18 Cm) [1 Buffalo Sauce],1 Honey Mustard,,,,,,,,,,,,,,,,
1 Combo 5 [1 Crispy Cream Chicken,1 Crispy Cream Chicken,1 Crispy Cream Chicken,1 Crispy Lava Chicken,1 Matrix Cola,1 Matrix Sprite,1 Matrix Fanta,1 Matrix Cola],1 Crispy Lava. (26 Cm ) [1 Honey Mustard],1 French Fries,1 Mac and Cheese,,,,,,,,
1 Mushrooms (18 Cm) [1 Cheese Whiz],1 Mozzarella Sticks,,,,,,,,,,,,,,,,,
1 Mushrooms (18 Cm) [1 Sweet BBQ],1 Mozzarella Sticks,,,,,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Honey Mustard,1  Matrix Orange 250 Ml,1 Mozarella Sticks,1 French Fries ],,,,,,,,,,,,,,,
1 Mushrooms (18 Cm) [1 Cheese Whiz],1 Smashed Double Burger (150g) [1 Honey Mustard,1 French Fries ],1 Chicken Wings [1 5 Wings ],,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Honey Mustard,1 French Fries ],1 Mushrooms (18 Cm) [1 Sweet BBQ],,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Smashed Double Burger (150g) [1 Sweet BBQ],1 El Classico (18 Cm) [1 Honey Mustard],,,,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Sweet BBQ],1 French Fries,,,,,,,,,,,,,,,,,
1 Mushrooms (18 Cm) [1 Cheese Whiz],1 Cheesy Fries,1 Matrix Cola  250 Ml,,,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Honey Mustard],1 Mushrooms (18 Cm) [1 Buffalo Sauce],,,,,,,,,,,,,,,,,
5 El Classico (23 Cm) [1 Cheese Whiz,1 French Fries ],1 Da Philly (18 Cm) [1 Honey Mustard],,,,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Cheese Whiz],1 Cheesy Fajita (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Cheese Whiz],1 Cheesy Fries,,,,,,,,,,,,,,,,,
1 Mushrooms (23 Cm) [1 Sweet BBQ],1 Chicken Salad,1 Shawarma steak sandwich 23 [1 Cheese Whiz],,,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Cheese Whiz],1 French Fries,1 Honey Mustard,1 Matrix Sprite,,,,,,,,,,,,,,,
1 Combo 1  [1 Philly Steak,1 Mushroom Steak,1 Matrix Cola,1 Matrix Cola],,,,,,,,,,,,,,,
1 Mushrooms (18 Cm) [1 Cheese Whiz,1 Matrix Up 250 Ml,1 Onion Rings],,,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Buffalo Sauce],1 French Fries,,,,,,,,,,,,,,,,,
2 Chipotle Mayo,1 El Classico (23 Cm) [1 Cheese Whiz,1 French Fries ],1 Da Philly (23 Cm) [1 Cheese Whiz,1 French Fries ],,,,,,,,,,,,,,
1 Chipotle Mayo,1 El Classico (18 Cm) [1 Cheese Whiz],1 Da Philly (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Honey Mustard],1 Mushrooms (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Buffalo Sauce,1  Matrix Cola  250 Ml,1 French Fries ],1 Honey Mustard,,,,,,,,,,,,,,,
1 Mozzarella Sticks,1 Mushrooms (18 Cm) [1 Sweet BBQ],,,,,,,,,,,,,,,,,
1 Mushrooms (18 Cm) [1 Honey Mustard],1 Crispy Lava (18 Cm) [1 Cheese Whiz],1 Da Philly (18 Cm) [1 Buffalo Sauce],,,,,,,,,,,,,,,,
1 Mushrooms (18 Cm) [1 Honey Mustard],1 Cheesy Fries,,,,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Cheese Whiz],1 Hoagies Fried Platter,,,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Honey Mustard,1 Cheese Whiz,,,,,,,,,,,,,,,,
1 Crispy Cream (26 Cm) [1 Buffalo Sauce],1 French Fries,1 Mozzarella Sticks,,,,,,,,,,,,,,,,
1 Combo 1  [1 Mushroom Steak,1 Crispy Cream Chicken,1 Matrix Cola,1 Matrix Sprite],1 Hoagies Fried Platter,,,,,,,,,,,,,,
1 Mac and Cheese,1 Loaded Fries,1 Mushrooms (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,
1 El Classico (23 Cm) [1 Cheese Whiz],1 Hoagies Fried Platter,,,,,,,,,,,,,,,,,
1 Mac and Cheese,1 Da Philly (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 Da Philly (23 Cm) [1 Cheese Whiz],1 French Fries,1 Chipotle Mayo,1 Crispy Cream (26 Cm) [1 Honey Mustard],,,,,,,,,,,,,,,
1 Mac and Cheese,1 Hoagies Fried Platter,1 Cheese Whiz,,,,,,,,,,,,,,,,
3 Cheesy Fries,1 Mushroom Chicken (18 Cm),3 Crispy Lava (18 Cm) [1 Honey Mustard],,,,,,,,,,,,,,,,
1 Da Philly (23 Cm) [1 Cheese Whiz,1  Matrix Cola  250 Ml,1 French Fries ],1 French Fries,1 Mozzarella Sticks,,,,,,,,,,,,,,
1 Crispy Lava. (26 Cm ) [1 Buffalo Sauce,1 Onion Rings,1 Mozarella Sticks,1 French Fries ],1 Sweet BBQ,,,,,,,,,,,,,,
1 Magic Mushrooms (150g) [1 Honey Mustard],,,,,,,,,,,,,,,,,,
1 Cheesy Fest (150g) [1 Sweet BBQ,1 French Fries ],1 French Fries,1 Chipotle Mayo,,,,,,,,,,,,,,,
1 Magic Mushrooms (150g) [1 Cheese Whiz,1 Matrix Up 250 Ml,1 French Fries ],1 The Single Smashed Cheese Burger (75 G) [1 Honey Mustard],,,,,,,,,,,,,,,
1 French Fries,1 Mac and Cheese,1 Crispy Cream (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,
1 Mushrooms (18 Cm) [1 Cheese Whiz,1  Matrix Cola  250 Ml,1 French Fries ],1 Mac and Cheese,1 Honey Mustard,1 Chipotle Mayo,,,,,,,,,,,,,
1 Cheesy Fries,1 Da Philly (23 Cm) [1 Buffalo Sauce],,,,,,,,,,,,,,,,,
1 Combo 2 [1 Crispy Cream Chicken,1 Mushroom Steak,1 Strips,1 Honey Mustard,1 Matrix Cola,1 Matrix Cola],1 Sweet BBQ (23 cm) [1 Sweet BBQ],,,,,,,,,,,,
1 Cheesy Fajita (18 Cm) [1 Honey Mustard,1 Matrix Up 250 Ml,1 French Fries ],,,,,,,,,,,,,,,,
1 Mac and Cheese,1 Matrix Cola  250 Ml,,,,,,,,,,,,,,,,,
1 Crispy Cream (18 Cm) [1 Cheese Whiz,1 Matrix Up 250 Ml ],1 Magic Mushrooms (150g) [1 Honey Mustard],,,,,,,,,,,,,,,,
1 Mushrooms (23 Cm) [1 Cheese Whiz,1 French Fries ],1 Da Philly (23 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,
1 Crispy Cream (26 Cm) [1 Cheese Whiz,1 Mozarella Sticks],1 Mac and Cheese,1 Chipotle Mayo,,,,,,,,,,,,,,,
1 Crispy Cream (26 Cm) [1 Sweet BBQ,1  Matrix Cola  250 Ml ],,,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Crispy Cream (18 Cm) [1 Sweet BBQ],,,,,,,,,,,,,,,,,
1 Mushrooms (23 Cm) [1 Honey Mustard,1  Matrix Cola  250 Ml ],1 Hotdog fries platter,,,,,,,,,,,,,,,,
2 Mac and Cheese,2 The Single Smashed Cheese Burger (75 G) [1 Sweet BBQ],,,,,,,,,,,,,,,,,
1 Mac and Cheese,3 The Single Smashed Cheese Burger (75 G) [1 Honey Mustard],,,,,,,,,,,,,,,,,
1 Combo 3 [1 Italian Steak,1 Crispy Lava Chicken,1 Classic Steak,1 Shawerma Steak,1 Matrix Cola,1 Matrix Cola,1 Matrix Sprite,1 Matrix Sprite],,,,,,,,,,,
1 Combo 2 [1 Shawerma Steak,1 Crispy Cream Chicken,1 Strips,1 Cheese Whiz,1 Matrix Cola,1 Matrix Cola],1 Mac and Cheese,1 Loaded Fries,1 Crispy Cream (26 Cm) [1 Sweet BBQ],,,,,,,,,,
1 El Classico (18 Cm) [1 Buffalo Sauce],1 Da Philly (18 Cm) [1 Cheese Whiz],1 Cheesy Fries,,,,,,,,,,,,,,,,
1 Crispy Cream (26 Cm) [1 Honey Mustard,1  Matrix Cola  250 Ml,1 French Fries ],1 Crispy Lava (18 Cm) [1 Honey Mustard],1 Crispy Cream (18 Cm) [1 Buffalo Sauce],,,,,,,,,,,,,,
1 Cheesy Fries,1 Matrix Fanta,1 Honey Mustard,,,,,,,,,,,,,,,,
1 Mushrooms (18 Cm) [1 Honey Mustard,1 Mozarella Sticks],,,,,,,,,,,,,,,,,
1 Mushrooms (18 Cm) [1 Honey Mustard],1 Hoagies Fried Platter,,,,,,,,,,,,,,,,,
1 Smashed Double Burger (150g) [1 Cheese Whiz,1  Matrix Cola  250 Ml,1 French Fries ],1 Honey Mustard,,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Cheese Whiz],1 French Fries,1 Chipotle Mayo,,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Cheesy Fries,1 El Classico (23 Cm) [1 Honey Mustard],,,,,,,,,,,,,,,,
1 Mac and Cheese,1 Crispy Cream (18 Cm) [1 Buffalo Sauce,1 Matrix Up 250 Ml,1 French Fries ],,,,,,,,,,,,,,,
1 Combo 3 [1 Steak Sweet BBQ,1 Philly Steak,1 Italian Steak,1 Shawerma Steak,1 Matrix Cola,1 Matrix Cola,1 Matrix Cola,1 Matrix Cola],,,,,,,,,,,
3 Da Philly (23 Cm) [1 Cheese Whiz,1 French Fries ],1 Crispy Cream (26 Cm) [1 Honey Mustard,1 French Fries ],2 Smashed Double Burger (150g) [1 Cheese Whiz],,,,,,,,,,,,,,
2 Mushrooms (18 Cm) [1 Buffalo Sauce],,,,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 El Classico (18 Cm) [1 Honey Mustard],,,,,,,,,,,,,,,,,
2 Mushrooms (18 Cm) [1 Honey Mustard],1 El Classico (18 Cm) [1 Honey Mustard],,,,,,,,,,,,,,,,,
1 Mac and Cheese,1 El Classico (18 Cm) [1 Honey Mustard],1 Mushrooms (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,
1 Mushrooms (18 Cm) [1 Honey Mustard,1 French Fries ],1 Mushrooms (18 Cm) [1 Buffalo Sauce],1 Chipotle Mayo,,,,,,,,,,,,,,,
1 Mushrooms (18 Cm) [1 Buffalo Sauce,1 Matrix Up 250 Ml,1 French Fries ],1 Mushrooms (18 Cm) [1 Buffalo Sauce],,,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Cheese Whiz,1 Mozarella Sticks],1 Chipotle Mayo,,,,,,,,,,,,,,,,
1 Mushrooms (18 Cm) [1 Cheese Whiz,1 French Fries ],1 Mushrooms (18 Cm) [1 Cheese Whiz,1 Mozarella Sticks],,,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Buffalo Sauce],1 Mushrooms (18 Cm) [1 Sweet BBQ],,,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Mushrooms (18 Cm) [1 Buffalo Sauce],,,,,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Cheese Whiz,1 Mozarella Sticks,1 French Fries ],,,,,,,,,,,,,,,,
1 Mushrooms (18 Cm) [1 Cheese Whiz,1 French Fries ],1 Mac and Cheese,,,,,,,,,,,,,,,,
1 Chicken Strips [1 Honey Mustard,1 Mozarella Sticks,1 French Fries ],1 Combo 4 [1 Shawerma Steak,1 Philly Steak,1 Cheesy Fajita Chicken,1 Cheesy Fajita Chicken,1 Nuggets,1 Matrix Fanta,1 Matrix Cola,1 Matrix Sprite,1 Matrix Fanta],1 Crispy Cream (26 Cm) [1 Honey Mustard],1 Mac and Cheese,1 Chicken Strips [1 Sweet BBQ,1 Mozarella Sticks],,,
1 Crispy Lava (18 Cm) [1 Cheese Whiz,1 Mozarella Sticks,1 French Fries ],,,,,,,,,,,,,,,,
1 Mac and Cheese,1 Crispy Cream (26 Cm) [1 Cheese Whiz],1 Hoagies Fried Platter,1 Da Philly (18 Cm) [1 Honey Mustard],1 Mushroom Chicken (18 Cm),,,,,,,,,,,,,,
1 Chicken Strips [1 Cheese Whiz],1 Combo 2 [1 Shawerma Steak,1 Philly Steak,1 Strips,1 Cheese Whiz,1 Matrix Fanta,1 Matrix Cola],1 Crispy Cream (26 Cm) [1 Honey Mustard],1 Chicken Strips [1 Honey Mustard],1 Mozzarella Sticks,,,,,,,,,
2 Hotdog fries platter,1 Hoagies Fried Platter,1 Mushrooms (23 Cm) [1 Cheese Whiz,1  Matrix Cola  250 Ml,1 Onion Rings],1 Crispy Lava. (26 Cm ) [1 Buffalo Sauce],2 Chicken Strips [1 Sweet BBQ],,,,,,,,,,,,
1 Honey Mustard,1 Cheesy Fries,1 Combo 1  [1 Classic Steak,1 Mushroom Steak,1 Matrix Sprite,1 Matrix Sprite],1 Magic Mushrooms (150g) [1 Sweet BBQ],,,,,,,,,,,,
1 El Classico (23 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Honey Mustard],1 Hot Dog [1 Honey Mustard,1  Matrix Cola  250 Ml ],1 Smashed Double Burger (150g) [1 Honey Mustard],,,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Cheese Whiz,1 Matrix Up 250 Ml ],,,,,,,,,,,,,,,,,
1 Crispy Lava (18 Cm) [1 Buffalo Sauce,1 Onion Rings,1 Mozarella Sticks,1 French Fries ],1 El Classico (18 Cm) [1 Cheese Whiz,1  Matrix Orange 250 Ml,1 Mozarella Sticks,1 French Fries ],,,,,,,,,,,
1 El Classico (18 Cm) [1 Cheese Whiz],1 Crispy Cream (26 Cm) [1 Buffalo Sauce],1 French Fries,,,,,,,,,,,,,,,,
2 El Classico (23 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,,
1 Smashed Double Burger (150g) [1 Cheese Whiz],1 Smashed Double Burger (150g) [1 Cheese Whiz],1 Da Philly (23 Cm) [1 Sweet BBQ],,,,,,,,,,,,,,,,
1 Mushrooms (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,,
1 Cheesy Fries,1 Crispy Cream (18 Cm) [1 Cheese Whiz],1 Mushrooms (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,
1 Honey Mustard,1 El Classico (18 Cm) [1 Cheese Whiz,1  Matrix Orange 250 Ml,1 French Fries ],,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Magic Mushrooms (150g) [1 Cheese Whiz],1 Smashed Double Burger (150g) [1 Cheese Whiz],1 Fire In The Hole (150g) [1 Buffalo Sauce],,,,,,,,,,,,,,,
1 Mac and Cheese,1 Cheesy Fries,1 Crispy Cream (26 Cm) [1 Honey Mustard,1 Matrix Up 250 Ml,1 French Fries ],1 Honey Mustard,1 Matrix Fanta,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Honey Mustard,1 French Fries ],1 Da Philly (18 Cm) [1 Cheese Whiz,1  Matrix Cola  250 Ml,1 French Fries ],1 Mushrooms (18 Cm) [1 Sweet BBQ,1  Matrix Orange 250 Ml,1 French Fries ],,,,,,,,,,,
1 Da Philly (18 Cm) [1 Cheese Whiz],2 Mushrooms (18 Cm) [1 Cheese Whiz,1 French Fries ],3 Smashed Double Burger (150g) [1 Cheese Whiz],1 Sweet BBQ,1 Chipotle Mayo,1 Hoagies Fried Platter,2 Homemade Nuggets  [1 Cheese Whiz],,,,,,,,,,,
1 Crispy Cream (26 Cm) [1 Cheese Whiz],1 El Classico (18 Cm) [1 Honey Mustard,1 Mozarella Sticks],,,,,,,,,,,,,,,,
2 Crispy Cream (18 Cm) [1 Cheese Whiz],1 Cheesy Fries,,,,,,,,,,,,,,,,,
1 Cheesy Fajita (18 Cm) [1 Honey Mustard],1 El Classico (18 Cm) [1 Sweet BBQ],1 French Fries,,,,,,,,,,,,,,,,
1 Crispy Cream (26 Cm) [1 Cheese Whiz],1 Da Philly (23 Cm) [1 Sweet BBQ],1 Mac and Cheese,,,,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Buffalo Sauce,1  Matrix Cola  250 Ml,1 Onion Rings,1 French Fries ],,,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Cheese Whiz,1  Matrix Cola  250 Ml ],1 Crispy Cream (26 Cm) [1 Buffalo Sauce,1 French Fries ],,,,,,,,,,,,,,,
3 Smashed Double Burger (150g) [1 Honey Mustard,1 French Fries ],1 Mushrooms (18 Cm) [1 Honey Mustard,1  Matrix Cola  250 Ml,1 Mozarella Sticks],1 Mushrooms (18 Cm) [1 Honey Mustard,1  Matrix Cola  250 Ml,1 French Fries ],1 Da Philly (23 Cm) [1 Honey Mustard,1  Matrix Cola  250 Ml,1 French Fries ],2 Mushrooms (18 Cm) [1 Honey Mustard,1 French Fries ],,,,,,
1 Smashed Double Burger (150g) [1 Cheese Whiz],1 Chipotle Mayo,1 Crispy Lava. (26 Cm ) [1 Cheese Whiz],1 Onion Rings,,,,,,,,,,,,,,,
1 Shawarma steak sandwich 23 [1 Cheese Whiz],1 Da Philly (23 Cm) [1 Sweet BBQ],1 Crispy Cream (18 Cm) [1 Cheese Whiz],1 Crispy Cream (18 Cm) [1 Honey Mustard],3 Mushrooms (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Cheese Whiz],1 Mushroom Chicken (18 Cm),1 Hoagies Fried Platter,1 Crispy Cream (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Honey Mustard],1 El Classico (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 Mac and Cheese,1 Da Philly (18 Cm) [1 Buffalo Sauce,1 French Fries ],1 Crispy Cream (18 Cm) [1 Honey Mustard,1 Mozarella Sticks],,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Buffalo Sauce],2 El Classico (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Honey Mustard],,,,,,,,,,,,,,,,,,
1 Smashed Double Burger (150g) [1 Cheese Whiz],,,,,,,,,,,,,,,,,,
1 Cheesy Fries,1 Mac and Cheese,,,,,,,,,,,,,,,,,
1 Jumbo Hot Dog. [1 Cheese Whiz],1 Chicken Strips [1 Sweet BBQ],,,,,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Cheese Whiz,1  Matrix Cola  250 Ml,1 French Fries ],1 Hoagies Fried Platter,,,,,,,,,,,,,,,
1 Cheesy Fajita (18 Cm) [1 Cheese Whiz],1 French Fries,1 Matrix Cola  250 Ml,,,,,,,,,,,,,,,,
1 Crispy Lava (18 Cm) [1 Buffalo Sauce,1 Matrix Up 250 Ml ],1 Cheesy Fajita (18 Cm) [1 Cheese Whiz,1 French Fries ],,,,,,,,,,,,,,,
1 Da Philly (23 Cm) [1 Honey Mustard,1 French Fries ],,,,,,,,,,,,,,,,,
1 Combo 2 [1 Steak Sweet BBQ,1 Classic Steak,1 Nuggets,1 Buffalo Sauce,1 Matrix Sprite,1 Matrix Fanta],,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Sweet BBQ,1 Matrix Up 250 Ml,1 French Fries ],1 El Classico (23 Cm) [1 Sweet BBQ,1 Matrix Up 250 Ml,1 French Fries ],1 Homemade Nuggets  [1 Sweet BBQ],1 Hot Dog [1 Sweet BBQ],1 Mushroom Chicken (18 Cm) [1  Matrix Orange 250 Ml,1 French Fries ],,,,,,,,,
1 Crispy Cream (26 Cm) [1 Cheese Whiz],1 Cheesy Fries,1 Matrix Cola  250 Ml,1 Mac and Cheese,,,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Honey Mustard,1 French Fries ],,,,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Sweet BBQ,1  Matrix Cola  250 Ml,1 French Fries ],,,,,,,,,,,,,,,,
1 Combo 1  [1 Philly Steak,1 Philly Steak,1 Matrix Sprite,1 Matrix Cola],,,,,,,,,,,,,,,
1 El Classico (23 Cm) [1 Cheese Whiz],1 Crispy Cream (18 Cm) [1 Cheese Whiz],1 Mushrooms (18 Cm) [1 Cheese Whiz],1 Hoagies Fried Platter,,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Honey Mustard],1 Mozzarella Sticks,,,,,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Cheese Whiz],1 Da Philly (23 Cm) [1 Cheese Whiz],1 Sweet BBQ (23 cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,
1 Cheesy Fajita (18 Cm) [1 Honey Mustard,1 Mozarella Sticks,1 French Fries ],,,,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Sweet BBQ,1 Onion Rings,1 Mozarella Sticks],1 Mushroom Chicken (18 Cm),,,,,,,,,,,,,,,
2 Da Philly (18 Cm) [1 Honey Mustard,1 Matrix Up 250 Ml,1 French Fries ],1 Buffalo Sauce,,,,,,,,,,,,,,,
1 The Single Smashed Cheese Burger (75 G) [1 Cheese Whiz],2 French Fries,1 El Classico (18 Cm) [1 Honey Mustard],,,,,,,,,,,,,,,,
1 Magic Mushrooms (150g) [1 Cheese Whiz,1  Matrix Cola  250 Ml,1 Mozarella Sticks,1 French Fries ],1 The Single Smashed Cheese Burger (75 G) [1 Cheese Whiz,1  Matrix Cola  250 Ml,1 French Fries ],,,,,,,,,,,,
1 Da Philly (23 Cm) [1 Honey Mustard],1 Mushrooms (23 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 Mac and Cheese,1 Crispy Cream (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 Cheesy Fajita (26 Cm)     [1 Honey Mustard,1 Mozarella Sticks,1 French Fries ],,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Matrix Sprite,1 Hot Dog [1 Honey Mustard],,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Da Philly (18 Cm) [1 Cheese Whiz],1 Hot Dog [1 Honey Mustard],1 Homemade Nuggets  [1 Cheese Whiz],,,,,,,,,,,,,,,
1 Mushrooms (18 Cm) [1 Cheese Whiz],1 Da Philly (23 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 Mushroom Chicken (26 Cm) [1 Honey Mustard],1 Chicken Strips [1 Cheese Whiz],1 El Classico (23 Cm) [1 Honey Mustard],,,,,,,,,,,,,,,,
1 Steak Salad,1 Mac and Cheese,1 The Single Smashed Cheese Burger (75 G) [1 Honey Mustard,1 Matrix Up 250 Ml ],1 Da Philly (18 Cm) [1 Sweet BBQ,1 French Fries ],1 The Single Smashed Cheese Burger (75 G) [1 Honey Mustard,1  Matrix Cola  250 Ml,1 French Fries ],,,,,,,,,,
1 Mushrooms (18 Cm) [1 Cheese Whiz],1 Crispy Cream (18 Cm) [1 Buffalo Sauce,1 Matrix Up 250 Ml,1 Mozarella Sticks,1 French Fries ],,,,,,,,,,,,,,
1 Da Philly (23 Cm) [1 Cheese Whiz,1  Matrix Cola  250 Ml,1 Mozarella Sticks,1 French Fries ],2 Chipotle Mayo,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Honey Mustard,,,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Magic Mushrooms (150g) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 Da Philly (23 Cm) [1 Sweet BBQ,1 French Fries ],1 Smashed Double Burger (150g) [1 Cheese Whiz,1 Mozarella Sticks],1 Shawarma steak sandwich 23 [1 Cheese Whiz],1 Crispy Cream (26 Cm) [1 Honey Mustard,1 French Fries ],1 Homemade Nuggets  [1 Buffalo Sauce],,,,,,,,,,,
1 El Classico (18 Cm) [1 Honey Mustard,1 Onion Rings,1 Mozarella Sticks],,,,,,,,,,,,,,,,
1 Smashed Double Burger (150g) [1 Honey Mustard],,,,,,,,,,,,,,,,,,
1 Combo 1  [1 Philly Steak,1 BBQ Steak,1 Matrix Sprite,1 Matrix Sprite],1 Hoagies Fried Platter,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Crispy Lava (18 Cm) [1 Sweet BBQ],,,,,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,,
1 Combo 1  [1 Mushroom Chicken,1 Classic Steak,1 Matrix Cola,1 Matrix Cola],,,,,,,,,,,,,,,
1 Chicken Salad,1 Mushrooms (18 Cm) [1 Cheese Whiz],1 Da Philly (23 Cm) [1 Cheese Whiz],1 Crispy Cream (26 Cm) [1 Honey Mustard],1 Mushrooms (18 Cm) [1 Buffalo Sauce],,,,,,,,,,,,,,
1 Da Philly (23 Cm) [1 Cheese Whiz,1 Onion Rings,1 Mozarella Sticks],,,,,,,,,,,,,,,,
